ResponseID,NPS_Score,Overall_Satisfaction,Chat_Quality_Rating,Memory_Rating,Custom_GPTs_Rating,Voice_Mode_Rating,Image_Gen_Rating,Deep_Research_Rating,Model_Picker_Rating,Mobile_App_Rating,What_Dont_You_Like,What_Would_You_Like_Added,General_Comments,User_Type,Subscription_Tier,Primary_Use_Case,Usage_Frequency
125,5,3,3,4,2,2,2,5,2,4,"Voice Mode and Image Gen feel kinda not ready for what I'm paying. The voice responses sometimes sound robotic and I think the image quality isn't matching what I expected at this price point. Custom GPTs also seem limited; I wanted to build learning tools but the customization options feel restrictive. Model Picker is confusing too, like I'm not always sure which model does what better.",Better voice naturalness would help since I use this daily for learning. Maybe more granular control over Custom GPTs so I can actually create useful study assistants. The image generation could use higher quality outputs; sometimes the details are kinda fuzzy.,"Deep Research is really the standout feature, which is why I keep the subscription. Memory works pretty well for my study sessions too. But overall, at $200 a month I think some of these other features need polish. The mobile app is solid though, which helps since I'm always on the go between classes.",Student,Pro,Learning,Daily
126,10,5,4,4,3,3,3,4,4,4,"Custom GPTs feel underdeveloped for support workflows. I built a few for ticket triage but they don't retain context well across conversations, and the knowledge base integration is clunky. Voice Mode has latency issues that make real-time customer interactions awkward. Image Gen outputs are inconsistent quality.",Better memory persistence in Custom GPTs so they can track support ticket history. Native CRM integrations would be huge for managing customer context. Lower the message cap on Plus tier or give clearer warnings before hitting it.,"Deep Research and Model Picker are solid. Chat quality is reliable enough for drafting support responses and coaching teammates. The Plus tier is worth it, but GPT-building needs work before it's truly useful for our support team workflow.",Educator,Plus,Customer-support,Weekly
127,5,4,3,5,4,3,3,4,4,3,"Chat quality feels inconsistent, kinda spotty sometimes. Voice mode is clunky and doesn't always pick up what I'm saying. Image gen outputs are mediocre for research visuals. Being on free tier means deep research is pretty limited; I think the 3-minute advanced cutoff makes it hard for serious research work.","Better voice recognition and a smoother experience overall. More generous limits on advanced features for research-focused users, maybe uncap deep research or extend it beyond the daily minimum. The mobile app needs feature parity with desktop.","Memory feature is solid and custom GPTs are decent when I can use them. Model picker helps sometimes. I'm considering what else is out there though, since the free tier restrictions pile up when you're doing weekly research and need reliable performance.",Professional,Free,Research,Weekly
128,2,2,2,4,4,4,4,2,4,2,Deep research is weak for my needs; it's slow and doesn't dig deep enough. Mobile app is clunky and crashes on longer research sessions. Free tier caps kill productivity when I need advanced features mid-research.,Better deep research without the paywall. Stable mobile experience for long research tasks. More affordable access to advanced model features for students.,"Memory and voice work well. Model picker is useful. But the core research tools feel limited on free tier, and the app needs serious stability work to be viable for actual work.",Student,Free,Research,Monthly
129,8,5,5,3,3,3,5,4,3,5,"Memory is damn useless. Can't rely on it to carry context between sessions, which kills productivity when I'm juggling multiple projects. Custom GPTs feel not ready too; Model Picker is clunky and Voice Mode keeps dropping nuance. These are supposed to set Plus apart but they fall short.",Fix memory to actually persist reliably. Make Custom GPTs easier to tweak without restarting from scratch. Voice Mode needs better accuracy for technical jargon.,"Image Gen and Mobile App are solid, Chat quality is sharp. Deep Research helps but the cap on queries per month is frustrating when you hit it mid-project. Worth the $20 but barely. NPS 8 because it works when it works, just not consistently enough.",Professional,Plus,Productivity,Daily
130,8,1,3,4,5,4,4,4,4,3,Chat quality is inconsistent for research work. Responses sometimes miss nuance or require heavy editing. Mobile app lags behind desktop.,Better context retention across sessions for long research projects. Team tier needs deeper collaboration features for shared GPT workflows.,"Custom GPTs are excellent. The core research tools work well enough to justify the subscription, but overall experience feels polished rather than exceptional.",Professional,Team,Research,Weekly
131,6,2,5,3,2,1,3,3,4,4,"Voice Mode is unusable for my workflow. The quality and responsiveness lag significantly behind the chat interface, making it impractical for hands-free productivity tasks. Custom GPTs feel underdeveloped compared to what I expected at the Plus tier; the builder lacks intuitive controls and the resulting models underperform.",Reliable voice interaction that matches chat quality would transform how I use this for on-the-go work. Better memory persistence across sessions would help me maintain context without constantly re-explaining my needs.,"Chat quality is excellent and keeps me subscribed, but the Plus tier pricing feels misaligned with feature execution. Voice Mode and Custom GPTs need substantial refinement before they deliver real value. Model Picker and mobile app work well enough, but the weak spots undermine my overall satisfaction.",Professional,Plus,Productivity,Rarely
132,2,1,3,4,4,4,4,4,3,4,"Chat quality is inconsistent as hell. I'm on Free tier so I get capped at 3 minutes of Advanced per day, which kills me for customer-support work. Need better responses without hitting walls constantly.",Bump the Free tier limits or let me access better models more often. Custom GPTs would help me build repeatable support scripts but I can't create them on this plan. Frustrating.,"Memory and voice work fine when I can actually use them. Mobile app's decent. But the paywall hits at the exact moment I need it for work, and I'm not dropping cash for a tool I use rarely anyway.",Professional,Free,Customer-support,Rarely
133,6,4,4,3,4,5,2,2,5,4,"Deep Research is damn near useless for actual research work; it's slow, not ready, and doesn't dig deep enough. Image generation is pretty terrible too. Memory feature keeps forgetting context between sessions, which kills continuity on my research projects.",Better Deep Research that actually works. Some way to extend the 3-minute Advanced limit without paying for Plus; monthly research use cases get bottlenecked fast.,"Voice Mode is solid, Model Picker saves time. But the free tier caps are frustrating when you're doing real work. I'm on the fence about upgrading because the paid features don't seem worth it yet.",Professional,Free,Research,Monthly
134,10,4,1,5,4,2,2,5,3,5,"Chat quality is basically unusable for my customer-support workflows. The responses are often vague or miss context entirely, which kills productivity when I'm helping clients debug issues. Voice Mode feels clunky too; Image Gen is just mediocre. As a Free tier user, I'm also hit hard by the 3-minute Advanced daily limit, way too restrictive for real work.",Better context retention within conversations so support threads don't lose track of what we've already discussed. Bump up the Advanced Voice time or make it unlimited for daily users. Custom GPTs on Free would be incredible; I'd build specialized support bots for my team instantly.,"I recommend this to literally everyone because the Memory feature and Deep Research are PHENOMENAL! Mobile app is buttery smooth. Still, the chat quality gap is frustrating, fix that and you've got something truly special. NPS 10 because the core fundamentals are there; it just needs polish in execution.",Developer,Free,Customer-support,Daily
135,7,4,4,4,2,2,5,4,5,4,"Voice mode is damn near useless, keeps cutting me off mid-sentence. Custom GPTs feel not ready on the free tier anyway. Memory works but forgets context after a few turns, which kills productivity for longer coding sessions.",Longer daily voice limits. Let me actually use voice for real work instead of three minutes of toy talk. Better context retention so I don't have to re-explain my codebase every time.,"Image gen and model picker are solid, that's what keeps me around. Chat quality is fine for debugging quick issues, but the caps hit hard when you're iterating on code. Would upgrade if voice and memory didn't feel so limited.",Professional,Free,Coding,Weekly
136,6,3,4,4,5,4,4,4,2,4,"The Model Picker is basically useless for me. I can't easily compare outputs side-by-side or switch models mid-conversation without losing context, which is frustrating when I'm debugging code. Also, the free tier caps kill my workflow; three minutes of Advanced per day isn't nearly enough for serious coding sessions, and the message limits force me to batch questions unnaturally.","Please fix the Model Picker interface so switching models preserves conversation history and lets me see outputs side-by-side. Extend the Advanced time limit for educators, even on free tier, since we use this daily for teaching. Custom GPTs creation on free would be AMAZING for building reusable coding assistants for my students.","Chat quality and voice mode are solid, really impressed with those. The core features work great for everyday coding help. But the restrictions feel arbitrary; I'd really upgrade if the paid tiers weren't so expensive relative to what free already lets me do. Fix Model Picker and reconsider the free tier limits, and you've got me as a recommender!",Educator,Free,Coding,Daily
137,0,4,4,5,3,4,2,4,1,4,Model picker is confusing and doesn't help me choose the right tool for learning tasks. Image generation quality is poor. Free tier caps limit how much I can actually experiment.,Better guidance on which model suits which learning goal. Clearer image gen options or higher quality output.,"Memory feature works great for tracking what I've learned. Chat quality is solid for studying, but the paywall on advanced features feels restrictive when you're just trying to learn something new.",Professional,Free,Learning,Rarely
138,7,3,2,3,4,2,2,5,3,4,Chat quality feels inconsistent for writing work; responses are sometimes generic or miss nuance. Voice mode is clunky and doesn't match the interface smoothness. Image generation is mediocre. Free tier caps on Advanced access (3 min/day) is restrictive when you're iterating on drafts.,"Better writing-specific tools within chat, like style guides or tone controls. Longer Advanced model access on free tier. Smoother voice interaction.","Deep Research is solid; Mobile app works well. But core chat quality needs work for writing tasks. NPS 7 because it does the job, just not compellingly.",Professional,Free,Writing,Monthly
139,8,3,3,3,2,4,3,4,3,2,"Custom GPTs feel not ready. Building them is clunky, and they don't reliably remember context between sessions. Mobile app is basically unusable for any real work. Memory feature keeps forgetting important details I've told it multiple times. Hits message caps constantly even on Plus, which is damn frustrating when you're deep in brainstorming.",Better custom GPT interface. Make them actually usable for brainstorming without constant rebuilds. Fix the mobile app so I can at least draft ideas on the go. Persistent memory that actually sticks. Raise the message caps or be transparent about why they exist.,"Voice mode is solid, deep research pulls through when it works. But for $20/mo, feels like I'm paying for half a product. Brainstorming sessions cut short by caps, custom tools don't save work. NPS is 8 because it's useful enough to keep, but barely. Three-star overall because it should be better by now.",Professional,Plus,Brainstorming,Weekly
140,8,2,4,4,4,4,4,3,5,4,"Deep Research feels not ready for the price point. I hit my message limits constantly on heavy days, which kills productivity workflows. The 2/5 overall score stings because there's so much potential here, but it's not quite living up to expectations yet.","Bump up the message caps or add a flexible pay-as-you-go option! Deep Research needs way more depth and citation clarity. Also, smarter context retention across sessions would save me hours of re-explaining classroom scenarios.","Model Picker is FANTASTIC, seriously! Voice and Custom GPTs punch way above their weight. The fundamentals are solid, but I need Plus to actually feel like it's solving my teaching prep bottlenecks, not just touching them. Make it worth the $20!",Educator,Plus,Productivity,Monthly
141,5,5,4,2,4,3,3,5,4,5,"Memory is basically useless. It never remembers context between sessions, which kills brainstorming flow when I'm developing ideas over multiple days.",Actual persistent memory that works. Also more free Advanced minutes would help; 3 min daily isn't enough for real brainstorming sessions.,Deep Research and Mobile App are solid. Chat quality is good for ideation but the memory gap makes it feel like starting fresh every time.,Student,Free,Brainstorming,Daily
142,10,4,4,5,3,5,3,5,5,2,The mobile app feels kinda clunky compared to desktop. I think the custom GPTs need more polish too; they work but sometimes feel limited compared to what I imagined. Image generation is okay but not really competing with other tools.,"Better mobile experience would help my workflow since I'm on the go a lot. Maybe more granular controls for custom GPTs, and I'd love deeper research access without hitting the cap so quickly on heavy days.","Voice mode and deep research are really my favorites; they've become core to how I work. Memory feature is solid. I recommend it to people, though I usually mention the mobile app has room to grow.",Professional,Plus,Productivity,Daily
143,7,4,5,1,2,4,3,3,3,5,"Memory is basically broken for me. I use this monthly for productivity tasks, and having NO way to retain past conversations means I'm always starting from scratch. That's frustrating! Also, the free tier caps really limit what I can do with Advanced features and Deep Research, three minutes doesn't cut it for lesson planning.","A real memory system that actually works would be HUGE. Even a basic free version would transform this into my go-to tool. Custom GPTs access would help too, since I could build templates for classroom stuff instead of recreating prompts constantly.","Chat quality is excellent, and the mobile app is fantastic for quick tasks on the go. Voice Mode feels natural and helpful. The mobile experience makes up for some of the tier limitations, but I'd upgrade in a heartbeat if memory got fixed. Right now it's useful for one-off questions, not ongoing projects.",Educator,Free,Productivity,Monthly
144,10,4,3,5,4,4,4,4,5,5,Chat quality feels inconsistent for creative work. Responses sometimes miss the mark on tone or nuance when I'm workshopping ideas.,Better conversation memory that tracks creative direction across sessions. Right now I have to re-explain context each month.,"Model Picker and mobile app are stellar. Voice Mode works great for brainstorming on the go. Worth every penny at Team tier, recommending to our whole studio.",Professional,Team,Creative,Monthly
145,9,3,5,1,3,4,3,5,3,5,Memory is essentially broken for my workflow. I handle customer support tickets across multiple conversations and can't rely on context persistence between sessions. Custom GPTs feel not ready too; the fine-tuning options don't give me the control I need for consistent tone in customer-facing responses. Model Picker is clunky when I'm juggling different models for different support scenarios.,Persistent conversation memory that actually works across days and projects. Right now I'm rebuilding context every session. Also need better system prompt control in custom GPTs so I can lock down a specific customer service voice. Deep Research access feels gated; I'd pay more for unlimited deep research since that's where I validate support documentation.,Mobile app and Voice Mode carry this subscription. Chat quality with different models is stellar for drafting support responses. NPS is 9 because the core models are really useful and I recommend the voice features to other support teams. But hitting message caps on heavy days and the memory amnesia make Plus feel incomplete for what I actually need.,Professional,Plus,Customer-support,Monthly
146,9,4,4,5,5,4,3,5,3,4,"Image generation quality is pretty inconsistent for my learning projects; sometimes the outputs are kinda blurry or miss the mark on details. Also, the model picker interface feels clunky when I'm trying to pick between different options quickly.","Would love deeper research capabilities on the free tier, even if it's limited to a couple queries per week. That'd really help with my learning workflow without me needing to upgrade right away.","The memory feature is really stellar for keeping context across my weekly sessions, and deep research when I can access it blows my mind. Voice mode works great for casual learning, tbh. Overall the platform's solid and I recommend it to people all the time; just some polish needed on the creative tools and interface.",Professional,Free,Learning,Weekly
147,6,4,3,5,3,5,4,5,4,4,"Chat quality feels inconsistent, especially when brainstorming. Sometimes it nails ideas, other times responses are shallow as hell. The 3-minute Advanced limit per day is frustrating when you're in the zone. Can't build custom GPTs on free tier, which limits what I could actually create.",Bump up the daily Advanced time or at least let weekly limits roll over. Better context retention across sessions would help brainstorming flow. Deep Research is great but wish it integrated more seamlessly into regular chats without switching modes.,"Memory feature is solid, Voice Mode kicks ass. Model Picker works fine. But the tier restrictions feel tight for weekly users who actually want to ship ideas. NPS 6 because the potential's there; just hit a ceiling with free limits.",Professional,Free,Brainstorming,Weekly
148,8,4,3,5,2,4,3,3,3,1,"mobile app is basically unusable; chat quality lags behind desktop, especially for coding tasks where context matters. memory works well though, which helps offset repetitive setup. custom gpts feel limited on free tier and image gen is mediocre.",better mobile experience since i use it daily for quick coding questions. unrestricted model picker would help; sometimes i want the model for complex debugging but hit the advanced time cap.,"solid for daily coding work, however the free tier restrictions pile up fast. memory is really the standout feature. voice mode is decent but not a must-have. nps is 8 because it's useful enough to keep using, though not exceptional enough to evangelize.",Creator,Free,Coding,Daily
149,9,5,3,5,4,5,2,3,5,5,"image gen is pretty underwhelming for my learning workflows; dalle-3 output quality feels inconsistent and text rendering is basically unusable. also the chat quality metric highlights what i'm seeing, hallucinations crop up in reasoning chains when i'm trying to understand complex topics. deep research mode is gated behind paid tiers so i can't really stress-test it, which limits what i can learn.","unlock deeper research capabilities on free tier or at least let me run the model-preview for longer stretches. the 3-minute advanced voice limit is tight when i'm doing technical walkthroughs. custom gpt creation would accelerate my learning pipeline but that's locked to paid, which is fair.",model picker and voice mode are really stellar; switching between different models mid-session is exactly what i need for comparative learning. memory feature works flawlessly for tracking context across monthly sessions. would recommend to anyone doing technical upskilling even on the free plan.,Professional,Free,Learning,Monthly
150,6,3,4,4,4,3,1,4,3,2,"image generation is pretty much useless for my workflow, which is frustrating since i'm paying for Plus. the outputs are inconsistent and often need heavy editing in other tools anyway. voice mode feels clunky too; it's slower than just typing and the transcription isn't always accurate. mobile app is kinda buggy, drops my context mid-conversation sometimes.",better image tools or just be honest if that's not a priority for this tier. also the message caps are hitting me hard on heavy writing days; would love either higher limits or a way to know when i'm about to run out. model picker could use some smarter defaults based on task type.,"deep research and custom GPTs are solid and really save me time on longer writing projects, so that's why i'm still subscribed. but tbh i'm on the fence about renewing; the $20/mo doesn't feel worth it if half the features underperform. chat quality itself is good, but the supporting features need work.",Professional,Plus,Writing,Weekly
151,10,5,4,3,5,4,5,5,2,3,"model picker is damn confusing. switching between different models for research should be way clearer; right now it's a guessing game. memory also drops the ball, can't reliably carry context across sessions when I'm deep in a project.",better model comparison tooltips so I know which one actually handles my research task best. and mobile app needs serious work; the desktop experience is solid but mobile cuts off half my workflow.,"custom GPTs and deep research are why I stick around; they nail my use case. voice mode is solid but occasional hiccups. worth the $20 monthly, especially for the research depth. wouldn't hesitate to recommend this to colleagues doing similar work.",Professional,Plus,Research,Monthly
152,7,3,5,5,1,4,4,5,5,5,"Custom GPTs are basically unusable for my creative work. The builder is clunky, outputs are inconsistent, and I can't reliably iterate on them. Also, I keep hitting message caps even on Plus, which is frustrating when I'm in a creative flow.","A better Custom GPT interface with real-time testing and version control. More generous message limits for Plus users, especially on heavy usage days. Better memory context persistence across conversations would unlock even more creative potential.",Chat quality and deep research are STELLAR! The model picker is a huge deal for switching between different models depending on task. Voice mode feels natural. But Custom GPTs hold back what could be an incredible creative suite. Fix that and this moves from a 3 to a 4.5 easy!,Professional,Plus,Creative,Daily
153,2,3,3,5,5,5,5,5,4,4,"the message caps and limited advanced features on the free tier are frustrating for my brainstorming work. i need more than three minutes of advanced model access daily, especially when exploring creative ideas that require extended conversations.",higher message limits for free users or a more affordable paid tier between free and premium would make it easier to scale my usage without a steep jump in cost.,"memory and voice mode work exceptionally well for my needs. the model picker is solid too, though i wish the free tier gave me better access to leverage these strong features more consistently.",Professional,Free,Brainstorming,Monthly
154,8,4,2,3,5,3,4,4,5,4,"the chat quality feels pretty inconsistent tbh. sometimes responses are spot-on for creative work, other times they miss the mark and need heavy editing. also memory doesn't retain much between sessions, so i'm constantly re-explaining context. voice mode is kinda clunky too, lag issues and it doesn't always catch what i'm saying accurately.","custom gpts are fantastic but they're locked behind paid tiers, which sucks for free users like me exploring creative tools. would love deeper research capabilities without the weekly caps, especially when i'm brainstorming projects that need real depth.","model picker and image gen are solid, mobile app works well enough. nps is an 8 because it's useful for creative writing and brainstorming, but the chat quality issues and access restrictions keep it from being great. if you fixed the consistency problem i'd probably upgrade.",Professional,Free,Creative,Weekly
155,8,4,4,5,5,2,4,3,4,4,"Voice Mode feels clunky and unnatural; the responses lack the fluidity I'd expect. Deep Research is limited on the free tier, which hampers learning projects that need thorough investigation. Memory works great, though, so that's not the issue.",Better voice quality and more natural speech patterns. Longer daily Advanced model limits would help me learn faster without constant tier upgrades.,"Solid foundation for daily learning. Custom GPTs and memory are excellent features; image generation is reliable. The free tier caps are reasonable, though voice mode needs serious improvement to be really useful.",Developer,Free,Learning,Daily
156,1,4,5,3,4,4,5,2,5,2,"Deep Research is severely underpowered on Plus tier; it caps out fast and doesn't dig deep enough for my learning workflow. Mobile app lags constantly when switching between different models, making it frustrating for on-the-go research. Memory also feels inconsistent, sometimes it recalls context from weeks back, other times I'm re-explaining basic parameters.",Uncapped Deep Research queries or at least higher limits for Plus subscribers; the current quota doesn't match daily usage. Better mobile optimization for model switching and file uploads. Custom GPTs need real API integration instead of just prompt engineering.,"Chat quality and Image Gen are solid; Model Picker is excellent for switching between the model-preview and ChatGPT for specific tasks. But hit the message caps on heavy research days, which defeats the Plus value prop. NPS is low because Deep Research underwhelms relative to cost and the mobile app is really unusable for serious work.",Professional,Plus,Learning,Daily
157,7,4,3,4,4,4,1,3,3,1,"Image generation is unusable for my needs, and the mobile app feels neglected. Deep research often misses relevant sources when I'm debugging complex coding problems.",Better image quality tools would help document code workflows visually. A more robust mobile experience would let me maintain context on the go without losing functionality.,"The service works well for coding assistance, and custom GPTs let me tailor workflows effectively. Chat quality could be sharper for technical discussions. I hit message caps frequently enough that the Plus tier feels limiting on heavy research days.",Professional,Plus,Coding,Weekly
158,9,4,3,5,4,5,4,5,5,3,"Chat quality feels inconsistent; sometimes responses miss the mark for learning explanations. Mobile app lags behind web version, making on-the-go study sessions frustrating.",Longer Advanced Voice limits hurt weekly learners like me. More reliable conversation threading would help study sessions flow better.,Memory and Voice Mode are stellar for learning. Model Picker and Deep Research cover what I need. Worth recommending to classmates despite the free tier ceiling.,Student,Free,Learning,Weekly
159,7,5,5,5,4,4,5,3,5,3,"Deep Research feels limited on the free tier, which hurts since that's my main use case. The mobile app lags behind the web version noticeably, and the 3-minute Advanced Voice cap is restrictive when I'm doing longer research sessions. Memory works well though, so that's not the issue.","Lifting the daily Advanced Voice limit would help; even 5-10 minutes would make a difference for research. Better Deep Research capabilities on free accounts, or at least more transparency about what's actually restricted. The mobile app needs feature parity with web.","Chat and image generation are excellent, and the Model Picker is intuitive for switching between capabilities. The 5-star ratings reflect those strengths. However, the free tier feels like it's pushing toward paid upgrades rather than providing real utility for daily student research. It's solid enough to use daily, but the limitations are noticeable.",Student,Free,Research,Daily
160,5,3,5,5,4,4,4,4,4,3,"Mobile app feels clunky compared to web. I'm hitting message caps consistently on Plus tier; brainstorming sessions eat through tokens fast, and the deep research access is too limited for my workflow. Custom GPTs are solid but lack granular control over system prompts and retrieval-augmented generation pipelines.","Increase message limits or implement a rolling window instead of hard caps. Better mobile parity with web UI, especially for quick voice transcription and GPT switching. PRO tier with actual unlimited research access and agentic features that work reliably, not just ""some agent mode.""",Chat and memory are really excellent; those nail the core experience. But $20/mo feels overpriced when I'm constantly bumping into artificial limits on a product positioned for power users. Either expand Plus substantially or give me a clear upgrade path that justifies the cost.,Professional,Plus,Brainstorming,Daily
161,10,3,5,4,3,3,4,4,2,4,"Model Picker is basically unusable; switching between the model, ChatGPT, and the tool feels clunky when I'm triaging customer tickets. Voice Mode drops quality inconsistently, especially with technical jargon. Custom GPTs have potential but the builder UI doesn't let me set up conditional logic the way I need for support workflows.",Give Plus tier deeper access to Deep Research without hitting caps after a handful of queries. Add a routing layer in custom GPTs so I can branch conversations based on intent tags. Voice Mode needs domain-specific fine-tuning for industry terminology.,"Chat quality is really stellar; reasoning on complex support scenarios is solid. NPS 10 because I recommend Plus to classmates handling support roles, but the feature gaps keep it from being my daily driver. Mobile app handles voice transcription well. The price point is fair if the feature set stabilizes.",Student,Plus,Customer-support,Monthly
162,10,5,3,4,3,3,4,2,4,4,"Deep research feels kinda limited on the free tier, tbh. Chat quality can be hit or miss depending on the model, and voice mode's accuracy could be better for brainstorming when I'm just talking through ideas.",More access to advanced models during brainstorming sessions without hitting the 3-minute cap so quick. Custom GPTs creation on free would be nice too since I'd love to build my own study helpers.,Super solid for weekly brainstorming; image gen and model picker are clutch. I rec it to friends constantly because the basics just work. Memory is solid for keeping track of project ideas across chats.,Student,Free,Brainstorming,Weekly
163,7,1,4,3,2,4,3,1,4,4,Deep research is useless for my support work; memory drops context mid-conversation. Custom GPTs feel not ready. Message caps hit hard on busy days.,Persistent memory that actually sticks across sessions. Better custom GPT builder with templates for support workflows. Higher message limits at Plus tier.,"Voice and chat quality carry the product. Model picker is solid. But the gaps are real, deep research missed the mark entirely, and I need tools that work harder for customer-facing use.",Professional,Plus,Customer-support,Daily
164,7,3,5,5,4,5,4,4,5,2,"Mobile app feels kinda clunky compared to desktop. The experience is just not as smooth, especially when I'm trying to learn on the go. Also wish the Team tier came with more customization options for shared GPTs.","Better mobile performance would help a lot. Maybe some offline capabilities too, since sometimes I need to reference things without a connection.","Chat quality and memory features work really well for my learning workflow. Voice mode is solid. I think the core product is fine, not great; it does what I need most days but feels like there's room to polish the edges.",Professional,Team,Learning,Daily
165,6,4,3,4,4,3,5,4,1,4,"the model picker is basically useless; it's confusing to navigate and doesn't actually help me pick the right model for what i'm doing. voice mode feels kinda clunky too, the responses are slow and sometimes drop context mid-conversation. chat quality has been inconsistent lately, especially when i'm trying to handle customer support stuff that needs accuracy.","better voice responsiveness would be huge, and maybe a clearer way to understand which model works best for different tasks. for customer support work, i'd love smarter memory that actually recalls specific customer contexts without me having to paste the same info repeatedly.","tbh i'm on the fence about renewing at $20/mo. image gen is really solid and deep research helps, but i keep hitting message caps on heavy days even with plus tier. the frustration is real when features feel not ready. if model picker and voice mode got actual attention i'd feel better about staying.",Hobbyist,Plus,Customer-support,Monthly
166,9,4,4,4,3,5,5,3,4,5,"Deep Research feels limited on the free tier; it can't dig deep enough for nuanced customer-support scenarios. Custom GPTs would help me build tools for my support work, though the 3/5 rating reflects the paywall. Memory works well enough, though sometimes conversations feel disconnected.","Unlock deeper research capabilities for free users, or at least clarify what tier unlocks full functionality. A lightweight custom GPT builder for free tier would let student support agents like me create specific tools without paywalls.","Voice Mode and Image Gen are stellar; they're reliable and intuitive. Mobile app is excellent. The monthly usage cap is reasonable for a student, though it constrains how much I can rely on ChatGPT for ongoing support tickets. The Model Picker is useful for choosing the right tool. I'd recommend this to friends because the core experience is strong; however, the free tier limitations on research and custom tools are real pain points.",Student,Free,Customer-support,Monthly
167,9,3,3,4,5,2,5,5,4,5,"Chat quality feels inconsistent, especially for customer-support workflows where accuracy matters. Voice Mode needs work; the latency and transcription errors make it impractical for real-time interactions. However, the core platform reliability is solid.","Better conversation routing and context persistence across Team members handling the same customer thread. Voice Mode improvements would unlock a lot of value for us. Model Picker is good, though native integration with context awareness would speed up switching.","Custom GPTs and Image Gen are really exceptional; we've built internal support agents that handle triage beautifully. Deep Research saves hours on customer research. The Mobile App experience is seamless. NPS is high because these strengths outweigh the gaps, though the lower overall rating reflects those weak spots in chat consistency and voice.",Professional,Team,Customer-support,Weekly
168,8,4,2,3,3,4,4,5,5,3,"Chat quality feels kinda inconsistent, especially when I'm asking follow-up coding questions. Sometimes it loses context or gives me responses that miss the mark. Memory is spotty too; I think it remembers some conversations but not others, which is frustrating when I'm building on previous code snippets. Custom GPTs are decent but kinda limited in what I can actually do with them.","I'd love better conversation threading so it doesn't drop context mid-session. Deep Research is great, but I wish it integrated more smoothly with the coding workflow instead of feeling like a separate tool. Maybe something that can actually remember my coding preferences across chats without me having to explain my stack every time.","Model Picker and Voice Mode are solid, which keeps my NPS around 8. I use this daily for coding work and it's useful enough to stick with Plus, though the message caps still bite me on heavy days. It's fine, not great, but I'm not leaving anytime soon.",Hobbyist,Plus,Coding,Daily
169,6,4,4,5,4,5,4,5,4,4,"Sometimes hit my message caps even on Plus, which kinda defeats the productivity angle when I'm in the zone. Model Picker feels like it could be more intuitive; I think there's friction there.",Deeper research access without jumping to Pro would help. Maybe some way to persist research threads across sessions so I'm not starting over.,Memory and Voice Mode are solid; those honestly make the subscription worthwhile. Deep Research is great when I can use it. Overall it's useful but feels like there's a ceiling on how much I can actually push it weekly.,Developer,Plus,Productivity,Weekly
170,5,3,4,4,4,3,4,2,2,5,"deep research is basically useless. half the time it just regurgitates surface-level crap instead of actually digging. model picker feels clunky too, hard to know which one's best for my brainstorming sessions.","give me real research depth or don't call it that. also voice mode needs to not lag like hell, and stop hitting message caps on heavy days when i'm actually trying to work.","mobile app saves my ass, that part rocks. everything else feels not ready for the price. chat quality's solid when it works, but plus tier's starting to feel like a waste if i keep bouncing between limits and broken features.",Educator,Plus,Brainstorming,Daily
171,7,5,5,4,4,5,4,4,2,4,"The Model Picker feels clunky and kinda defeats the purpose of paying for Pro. I end up just defaulting to one model anyway because switching is friction. Also, Memory could be sharper; sometimes it misses context from earlier conversations even though I use this daily for learning.","Better model recommendations based on task type would help a lot. Like, when I'm doing deep research for learning, maybe suggest the best model combo instead of me guessing. Also wouldn't mind smoother integration between Voice Mode and saved research so I can iterate faster.","Voice Mode is really the standout feature for me; it's made learning on the go so much easier. Chat quality is solid too. NPS is 7 because everything works well, but nothing feels exceptional enough to be a must-have over alternatives, tbh. The Pro tier delivers on most fronts though.",Professional,Pro,Learning,Daily
172,5,4,3,3,4,4,3,1,4,2,"Deep Research feels underdeveloped for a Plus subscriber. The feature is too limited to justify keeping this tier when I need serious research capabilities. Additionally, the mobile app lags significantly behind the web version, which undermines productivity when I'm working on the go. Memory retention also seems inconsistent; important context gets lost between sessions.","Expand Deep Research access for Plus users, or clarify what would unlock full capability. Improve mobile app performance and feature parity with the web interface. Better memory persistence would help maintain continuity across my monthly usage patterns.","Custom GPTs and Voice Mode are solid features that I use regularly. Chat quality could be more consistent, and Image Gen needs refinement. I'm considering whether Plus still fits my needs given the research limitations.",Professional,Plus,Productivity,Monthly
173,5,3,3,4,4,3,5,5,3,4,"Voice Mode feels inconsistent and sometimes misunderstands context during brainstorming sessions. The Model Picker interface is clunky; I should be able to switch between different models more seamlessly when exploring different angles on a problem. Chat quality has declined noticeably, with responses occasionally missing nuance that my Pro subscription should guarantee.",A dedicated brainstorming mode that preserves conversation threads across multiple angles without losing context. Better integration between Voice Mode and deep research so I can iterate on ideas spoken aloud while pulling in research simultaneously.,"Image Generation and Deep Research are exceptional and justify the $200 monthly cost. The Memory feature works well for retaining my brainstorming preferences. However, the core chat experience needs refinement, particularly in consistency and reliability. I'm at a crossroads with this subscription.",Professional,Pro,Brainstorming,Weekly
